0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0.15988287,0.009732189,0.04966361,0.0,0.0,0.037932057,0.0,0.0968011,0.0,0.0,0.0,0.059728455,0.045213636,0.0,0.0,0.0,0.0,0.08639521,0.0,0.049816754,0.07567681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083055474,0.1056166,0.12899311,0.08050614,0.19672288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09929221,0.0,0.0,0.0,0.0350897,0.096771985,0.0,0.106586516,0.07923298,0.0,0.0,0.18975396,0.0,0.0,0.09211671,0.02334521,0.0,0.0,0.0,0.0,0.0,0.0010370964,0.13365167,0.0,0.012789533,0.0,0.0009336245,0.09998657,0.035539676,0.0,0.0,0.015180544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080449335,0.0,0.037630785,0.0,0.05804991,0.0596097,0.0,0.0,0.0,0.07354797,0.14883104,0.010214489,0.0,0.016592583,0.005201722,0.14455734,0.08308306,0.0,0.0,0.08672661,0.031438313,0.0,0.0,0.21125828,0.011950194,0.0,0.0,0.0,0.08357898,0.0,0.259883,0.0,0.0,0.0,0.0,0.020445695,0.0,0.0,0.012992473,0.0,0.016586155,0.0,0.0,0.0,0.0,0.0,0.03356682,0.006888838,0.0854787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053479172,0.06373337,0.0,0.0,0.0,0.0070418892,0.0,0.26935312,0.0,0.0,0.0,0.07519887,0.0,0.0,0.0,0.03803849,0.0,0.38367888,0.07277597,0.17329133,0.0,0.0,0.0,0.21547644,0.0,0.03774871,0.0,0.0,0.0,0.0,0.1352874,0.0,0.11386703,0.0,0.0,0.0,0.0,0.1342014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09035818,0.0,0.0,0.056535445,0.0,0.0,0.0073510646,0.06622287,0.0,0.0,0.052846298,0.0,0.017294705,0.034657992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03785921,0.0,0.17321913,0.0,0.0,0.0,0.0,0.17548189,0.0,0.0,0.04273942,0.0,0.0,0.079283245,0.076171726,0.0,0.0,0.080309354,0.0,0.0,0.082322165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09194654,0.0,0.021835675,0.0,0.23418015,0.0,0.0,0.0
0.1765691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02806473,0.0,0.0,0.0,0.0,0.08363201,0.0,0.053506587,0.27993298,0.0,0.0,0.07358682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030679408,0.06192118,0.0,0.01800713,0.115461156,0.0,0.0,0.07310027,0.0,0.0,0.0,0.0,0.0,0.0,0.017589103,0.0,0.0,0.044282034,0.02138021,0.17373605,0.0,0.15595692,0.0,0.0,0.0,0.15714644,0.0,0.0,0.15416315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10851688,0.0,0.0,0.0,0.15457176,0.02667023,0.0,0.0,0.0,0.056785796,0.0,0.0,0.0,0.04374165,0.0,0.0,0.0,0.0,0.0,0.0,0.026751904,0.1742468,0.0,0.04173369,0.12292931,0.0,0.0,0.0,0.15783513,0.06796293,0.043801058,0.0,0.0,0.003253904,0.011984122,0.0,0.0,0.0,0.0,0.11215706,0.0,0.0,0.2681789,0.08659348,0.0,0.0,0.0,0.0,0.0,0.22540946,0.0,0.0,0.05973651,0.05987405,0.051724147,0.0,0.0717644,0.0015126452,0.0,0.0,0.014752483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14353839,0.0,0.0,0.0,0.0,0.0,0.06536602,0.17778222,0.0,0.0,0.0,0.029199027,0.0,0.20761055,0.0,0.049550842,0.0,0.07157827,0.0,0.0,0.0,0.007546252,0.0,0.29985836,0.10717939,0.11933273,0.0,0.0,0.0,0.12518415,0.0,0.060065746,0.0,0.0,0.0,0.0,0.094039425,0.0,0.0,0.0,0.0,0.0,0.0,0.08499329,0.0,0.04977676,0.0,0.041185096,0.0,0.0,0.03680664,0.13564904,0.0,0.0,0.0,0.08793907,0.0,0.0,0.063711636,0.0,0.022387289,0.0,0.0,0.0,0.0,0.18709156,0.0,0.0,0.016489044,0.0,0.0,0.0,0.0,0.042495165,0.0,0.019459978,0.0,0.0,0.09063887,0.0,0.010670056,0.06804851,0.020712411,0.20629694,0.0,0.012093447,0.090525955,0.0,0.0,0.18250619,0.0,0.0,0.0,0.02206291,0.0,0.0,0.12708293,0.0,0.0,0.028842362,0.0,0.0,0.087799706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08057219,0.0,0.0,0.03193406,0.052291993,0.0,0.010385298,0.0
0.19341126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025183225,0.0,0.0,0.0,0.0,0.0006982656,0.0,0.09708197,0.2591829,0.0,0.0,0.0909658,0.0,0.0,0.034394186,0.0,0.0,0.0,0.0,0.06993415,0.049908698,0.0022360836,0.05491166,0.07712169,0.0038653186,0.0,0.019311773,0.0,0.06073398,0.0,0.0,0.0,0.0,0.12067149,0.0,0.0,0.012220217,0.07045485,0.2174503,0.0,0.16476458,0.0,0.0,0.0,0.13983423,0.013907385,0.0,0.10340823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007923045,0.0,0.0,0.0,0.21611814,0.021461569,0.0,0.0,0.0,0.10233492,0.0,0.0,0.0,0.019791635,0.0,0.0,0.0,0.0,0.0,0.0,0.026839089,0.18425217,0.0,0.06405915,0.072877035,0.0,0.0,0.0,0.117130816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101598926,0.0,0.0,0.2632387,0.03216865,0.0,0.021581857,0.0,0.0,0.0,0.23996513,0.0,0.0,0.06773132,0.081077576,0.0,0.0,0.07837851,0.0,0.0,0.0,0.039881002,0.01100729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176594,0.0,0.0,0.0,0.026524171,0.0,0.058170363,0.19042943,0.0,0.0,0.0,0.084668085,0.0,0.17222218,0.0,0.074006364,0.0,0.057687927,0.0,0.0,0.0,0.0,0.0,0.33830926,0.07938961,0.11583945,0.0,0.0,0.0,0.11766997,0.0,0.07011135,0.0,0.0,0.0021386696,0.0,0.08090196,0.0,0.0,0.0,0.0,0.0,0.004236889,0.0022453628,0.0,0.056840427,0.0,0.056590904,0.0,0.0,0.04546363,0.14597145,0.0,0.0,0.0,0.0,0.0,0.0,0.05334877,0.0,0.0959266,0.0,0.0,0.0,0.0,0.20422904,0.03649346,0.0,0.0,0.0,0.0,0.0,0.0,0.03471315,0.0,0.059665024,0.0,0.0,0.11053423,0.0,0.037717376,0.07131794,0.008606394,0.10558112,0.0,0.0,0.08380675,0.0,0.0,0.18724702,0.0,0.0,0.0,0.0,0.0,0.0,0.12178034,0.0,0.0,0.0,0.0,0.0,0.0560027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035846333,0.0,0.0,0.023970297,0.0,0.0,0.021077791,0.0
0.13429539,0.021780008,0.06139668,0.0,0.0,0.016420975,0.0,0.04507528,0.0,0.0,0.0,0.06301507,0.058498513,0.0,0.0,0.0,0.0,0.072675936,0.004367503,0.07554,0.09178704,0.0,0.006097044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027555415,0.065290995,0.13939324,0.09794176,0.15654841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07435096,0.02845014,0.0,0.0,0.040539958,0.08276193,0.0,0.14719445,0.026326988,0.0,0.0,0.15754023,0.0,0.0,0.11184917,0.0030132304,0.0,0.0,0.0,0.0,0.0,0.0,0.16441433,0.0,0.018281717,0.0,0.014335062,0.05079663,0.058628265,0.0,0.01008521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09826652,0.0,0.033632804,0.0,0.0818452,0.057265356,0.0,0.0,0.0,0.056866445,0.14683537,0.057437718,0.0,0.0,0.022610921,0.18749906,0.08562097,0.0,0.0,0.09428985,0.04161497,0.0,0.0,0.22401875,0.06576851,0.0,0.0,0.0,0.11793779,0.0,0.26815507,0.0,0.0,0.0,0.01701718,0.018259045,0.0,0.014312814,0.047214095,0.0,0.0033467275,0.0,0.0,0.0019259603,0.0,0.0,0.039567042,0.0,0.056926146,0.0,0.019754218,0.0,0.0,0.049459185,0.05136152,0.0015343144,0.10944139,0.03925365,0.0,0.0,0.0,0.04632543,0.0,0.27629524,0.0,0.0,0.0,0.056654233,0.0,0.0,0.0,0.027165612,0.0,0.3872633,0.08072587,0.18164764,0.0,0.0,0.0,0.20729752,0.0,0.051742498,0.0,0.0,0.0,0.0,0.13907628,0.0,0.077824645,0.0,0.0,0.0,0.0,0.107705474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018699156,0.0,0.01603874,0.0,0.041645467,0.0,0.0011136042,0.092358135,0.0,0.0,0.0,0.07346773,0.0,0.0,0.06445964,0.0,0.0150583945,0.068657316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020717371,0.17491631,0.0,0.0,0.0,0.016806139,0.15301327,0.0,0.0,0.08142082,0.010070159,0.0,0.06396027,0.08525906,0.0,0.0,0.106622584,0.0,0.0,0.031928953,0.0,0.0,0.0,0.0,0.0,0.0,0.045307707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05497824,0.045203395,0.052903846,0.0020676216,0.1924913,0.0,0.0,0.0
0.15932798,0.011092349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055057324,0.0,0.0,0.0,0.0,0.0764044,0.0,0.10373315,0.23649916,0.0,0.0,0.040004704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073313494,0.008658185,0.026821189,0.059083723,0.089516886,0.0,0.0,0.0,0.0,0.014562439,0.039833542,0.0,0.0,0.0,0.040437184,0.024658611,0.0014032592,0.013074569,0.040465064,0.17543013,0.0,0.21108444,0.0,0.0,0.0,0.14027268,0.009824572,0.0,0.16281793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15254241,0.0,0.0,0.0,0.1269973,0.0016454749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015277148,0.0,0.0,0.0,0.0,0.0,0.016713751,0.018395605,0.114212744,0.0,0.1038053,0.106188476,0.0,0.0,0.0,0.10383343,0.059211716,0.04887271,0.0,0.0,0.02428009,0.07606159,0.0,0.0,0.0,0.013274977,0.105878346,0.0,0.0,0.29179072,0.14109756,0.0,0.0,0.0,0.07044977,0.013279027,0.2283899,0.0,0.0,0.043814786,0.07810849,0.0461216,0.0,0.08494716,0.04127969,0.0,0.0,0.0,0.0,0.0022382024,0.0,0.0,0.0,0.0,0.0,0.0,0.12249338,0.014129993,0.0,0.053024605,0.08912106,0.0,0.132697,0.16703461,0.0,0.0,0.0,0.043840747,0.0,0.21301113,0.0,0.007943563,0.0,0.03585584,0.0,0.0,0.0,0.0031738842,0.0,0.3193409,0.11097243,0.14044765,0.0,0.0,0.0,0.13169855,0.0,0.08666071,0.0,0.0,0.0,0.0,0.11741604,0.0,0.0,0.0,0.0,0.0,0.0,0.03079402,0.0,0.046490382,0.0,0.05363464,0.0,0.0,0.0,0.13044365,0.0,0.0,0.0,0.0,0.0,0.010874746,0.07656265,0.0,0.0,0.0,0.0,0.0,0.0,0.17852345,0.01365267,0.0,0.019134376,0.0,0.0,0.0,0.0,0.015362309,0.0,0.0,0.0,0.0011066026,0.106326856,0.0,0.0,0.0,0.052977644,0.18673958,0.0,0.034115512,0.11895621,0.0,0.0,0.17075454,0.0,0.0,0.0,0.06370419,0.0,0.0,0.076074965,0.0,0.0,0.0,0.0,0.0,0.016870799,0.006878918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047494713,0.018354326,0.053321395,0.047934275,0.01605769,0.0,0.015876824,0.0
0.16947325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06673982,0.02536252,0.0,0.0,0.0,0.0,0.0,0.13106756,0.1905297,0.0,0.0,0.059493892,0.0,0.041643698,0.0056603616,0.0,0.0,0.0,0.0,0.06328312,0.011495235,0.04884626,0.07726869,0.06366855,0.0,0.0,0.0,0.0,0.09302214,0.0489092,0.0,0.0,0.0,0.14572342,0.0,0.0,0.0,0.088927075,0.23899983,0.0,0.24445376,0.0,0.02918475,0.0,0.120444216,0.05114345,0.0,0.10541082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019270148,0.0,0.0,0.0,0.19257523,0.0,0.0,0.0,0.0,0.035999116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013253374,0.02252104,0.11709422,0.0,0.13235967,0.0594965,0.0,0.0,0.0,0.04381622,0.0,0.0,0.0,0.0,0.0,0.08379193,0.0,0.0,0.0,0.0,0.121061265,0.0,0.0,0.30852968,0.037352882,0.0,0.0,0.0,0.0,0.020114683,0.2587813,0.0,0.0,0.02004129,0.09490753,0.0,0.0,0.0716016,0.02395996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15099786,0.0,0.0,0.012172344,0.09200333,0.0,0.11352952,0.17422281,0.0,0.0,0.0,0.07864641,0.0,0.17469421,0.0,0.043994974,0.0,0.0,0.0,0.0,0.029156912,0.0,0.0,0.3299637,0.07850976,0.12859008,0.0,0.0,0.0,0.13084693,0.0,0.09511953,0.0,0.0,0.0,0.0,0.09371946,0.0,5.811089e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.05211497,0.0,0.049608525,0.0,0.0,0.0,0.13571633,0.0,0.0,0.0,0.0,0.0,0.0,0.06701459,0.0,0.05301755,0.0,0.0,0.0,0.0,0.17310499,0.042062946,0.0,0.0,0.0,0.0,0.0,0.0,0.0056321616,0.0,0.03022132,0.0,0.003905799,0.10881316,0.0,0.009411604,0.020156402,0.023638831,0.09772783,0.0,0.0,0.11215192,0.0,0.0,0.19420151,0.0,0.0,0.0,0.013115251,0.0,0.0,0.09379417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018975656,0.03099299,0.0,0.0,0.023106052,0.0
0.09223401,0.025015613,0.12143242,0.0,0.0,0.04642615,0.0,0.07782122,0.0,0.0,0.0,0.11447219,0.042091716,0.0,0.0,0.0,0.0,0.044801965,0.0,0.05875984,0.041836984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009771388,0.0,0.020568136,0.08186882,0.19243026,0.13039538,0.15336576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15268993,0.0,0.0,0.0,0.09118779,0.029573476,0.0,0.13651532,0.045586742,0.0,0.0,0.16431135,0.0,0.0,0.093008615,0.041887935,0.0,0.0,0.0,0.0,0.0,0.0,0.13464057,0.0,0.0,0.0,0.0045196116,0.057728175,0.06424837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040362864,0.0,0.14287473,0.0,0.013308251,0.0,0.06762735,0.02536023,0.0,0.0,0.0,0.0,0.106544346,0.0,0.023121253,0.033981133,0.0,0.21481058,0.15564863,0.0,0.0,0.13100784,0.01691489,0.0,0.0,0.17936802,0.023133563,0.0,0.016162718,0.0,0.085207336,0.0,0.2556803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059844065,0.0,0.027933003,0.0,0.0,0.0,0.0,0.0,0.07246411,0.038416967,0.053821743,0.0,0.0,0.0,0.0,0.07411394,0.07401352,0.0034611484,0.094882876,0.0,0.0,0.0,0.0,0.032663528,0.0,0.25718895,0.0,0.0,0.0,0.062129218,0.0024065964,0.0,0.0,0.0070799612,0.0,0.40658158,0.06631975,0.16231777,0.0,0.0,0.0,0.18222891,0.0,0.056545336,0.0,0.0,0.0,0.0,0.10556721,0.0,0.12963083,0.0,0.0,0.0,0.0,0.06806705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038143627,0.0,0.01878158,0.0,0.0,0.068764485,0.0,0.0,0.008236729,0.07381639,0.0,0.0,0.016432773,0.0,0.039501853,0.04446177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02102424,0.017117258,0.19661577,0.0,0.0,0.0,0.0,0.11289187,0.0,0.0,0.07309889,0.0051588174,0.0,0.05503963,0.10124116,0.0,0.0,0.08272857,0.0,0.0,0.032501355,0.0,0.0013490577,0.0,0.0,0.0,0.0,0.042930618,0.021309555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339686,0.053502474,0.044434216,0.0,0.1991243,0.0,0.0,0.0
0.15433007,0.0,0.12302511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024701818,0.04815347,0.07194021,0.0,0.0,0.0,0.0,0.039704226,0.0,0.07997871,0.14097254,0.0,0.0,8.230851e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029543502,0.022464868,0.1748459,0.10930974,0.10527124,0.0,0.0,0.0,0.0,0.031679016,0.0,0.0,0.0,0.0,0.15248077,0.0,0.0,0.0,0.1051982,0.0762098,0.0,0.21955995,0.0,0.0,0.0,0.13597855,0.0,0.0,0.13696375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1265065,0.0,0.0016377678,0.0,0.07953976,0.0,0.0,0.0,0.0,0.011117097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057241365,0.0,0.08047307,0.0,0.08332546,0.09353634,0.0,0.0,0.0,0.032148294,0.015721342,0.009841317,0.0,0.0,0.0,0.19903924,0.053124763,0.0,0.0,0.066652045,0.06504971,0.0,0.0,0.26518103,0.05130973,0.0,0.014931298,0.0,0.061757848,0.0110071255,0.25644198,0.007954104,0.0,0.0,0.0,0.020699697,0.0,0.018148167,0.013748867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010453437,0.0,0.052418496,0.0,0.0,0.11032636,0.07973776,0.0,0.1235673,0.0,0.0,0.0,0.0,0.06924816,0.0,0.26905456,0.0,0.0,0.0,0.0637925,0.0,0.0,0.0,0.0,0.0,0.39378637,0.071719825,0.14664462,0.0,0.0,0.0,0.1524122,0.0,0.07412518,0.0,0.0,0.0,0.0,0.07255035,0.0,0.10499272,0.0,0.0,0.0,0.0,0.043704476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120206736,0.0,0.0,0.0,0.032292,0.0,0.0,0.09074323,0.0,0.0,0.0,0.0077872137,0.0,0.0,0.11907671,0.0,0.024892917,0.054880347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17364511,0.0,0.0,0.0,0.014951083,0.15072311,0.0,0.0,0.13509946,0.0,0.0,0.12689212,0.0032060242,0.0,0.0,0.057697225,0.0,0.0,0.08567325,0.0,0.0,0.0,0.0,0.0,0.0,0.033728324,0.0,0.0,0.0,0.0,0.0,0.0,0.021781629,0.0,0.039835945,0.017962689,0.020883683,0.047565762,0.09043366,0.0,0.007895742,0.0
0.119794615,0.017255485,0.10729736,0.0,0.0,0.06383722,0.0,0.119640715,0.0,0.0,0.0,0.10787922,0.02162356,0.0,0.0,0.0,0.0,0.057753906,0.0028517223,0.031588383,0.04745252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065347426,0.08863016,0.19704296,0.11416304,0.19544014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17439856,0.0,0.0,0.0,0.083516955,0.04097225,0.0,0.09564236,0.058545895,0.0,0.0,0.19269894,0.0,0.0,0.066391215,0.05616327,0.0,0.0,0.0,0.0,0.0,0.0,0.101470046,0.0,0.0,0.0,0.0,0.091483265,0.029992528,0.0,0.0,0.038509753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13795729,0.0,0.014624379,0.0,0.048898444,0.032898244,0.0,0.0,0.0,0.0,0.11338543,0.0,0.0,0.07525911,0.0,0.17204149,0.14293389,0.0,0.0,0.122281864,0.0,0.0,0.0,0.1767235,0.0,0.0,0.00077871874,0.0,0.044422444,0.0,0.2534485,0.0,0.0,0.0,0.0,0.001421875,0.0,0.0,0.01236381,0.0,0.022509703,0.0,0.0,0.0,0.0,0.0,0.07341523,0.060125228,0.07531051,0.0,0.0,0.0,0.0,0.030575257,0.058374017,0.003464743,0.0642885,0.0,0.008711801,0.0,0.0,0.013836643,0.0,0.25080377,0.0,0.0,0.0,0.0746529,0.0300182,0.0,0.0,0.029954556,0.0,0.39634565,0.062023707,0.14822814,0.0,0.0,0.0,0.1938678,0.0,0.029300021,0.0,0.0,0.0,0.0,0.10165181,0.0,0.15166235,0.0,0.0,0.0,0.0,0.09100984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065076454,0.0,0.013696464,0.0,0.0,0.046726912,0.0,0.0,0.042017076,0.07741435,0.0,0.0,0.018113187,0.0,0.055597674,0.021826725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0708379,0.0,0.19121274,0.0,0.0,0.0,0.0,0.11009698,0.0,0.0,0.057186726,0.0,0.0,0.06757306,0.09040302,0.0,0.0,0.07161639,0.0,0.0,0.048345976,0.0,0.0,0.0,0.0,0.0,0.0,0.013400029,0.037942752,0.0,0.0,0.0,0.021562606,0.0,0.0,0.0,0.06897696,0.001053613,0.022996975,0.0,0.23993436,0.0,0.0,0.0
0.19889793,0.0,0.13035373,0.0,0.0,0.0,0.0,0.004155986,0.0,0.0,0.0,0.028318228,0.03526984,0.0,0.0,0.0,0.0,0.06896178,0.0055170227,0.027972307,0.18149625,0.0,0.0,0.016666807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012409445,0.047534827,0.17139599,0.072184674,0.15976486,0.0,0.0,0.019779114,0.0,0.0,0.0,0.0,0.0,0.0,0.1590398,0.0,0.0,0.0,0.087045945,0.08334111,0.0,0.15596424,0.0,0.0,0.0,0.18730432,0.0,0.0,0.09761563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08955489,0.0,0.0,0.0,0.07749442,0.0144218225,0.0,0.0,0.0,0.091662936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045276023,0.0,0.11277614,0.0,0.038201768,0.11887199,0.0,0.0,0.0,0.06244762,0.018743156,0.0,0.0,0.013196335,0.0,0.14449936,0.043490976,0.0,0.0,0.07466373,0.04989016,0.0,0.0,0.26211792,0.024398204,0.0,0.017883357,0.0,0.0031977938,0.0,0.27110806,0.0,0.0,0.0,0.0,0.04095279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030469747,0.0,0.04493612,0.0,0.0,0.06812163,0.05858822,0.0,0.06313775,0.0,0.0,0.0,0.0,0.06778761,0.0,0.2681697,0.0,0.0,0.0,0.09357678,0.0,0.0,0.0,0.0,0.0,0.383375,0.07659202,0.13856764,0.0,0.0,0.0,0.17066772,0.0,0.02080293,0.0,0.0,0.0,0.0,0.057846338,0.0,0.1086933,0.0,0.0,0.0,0.0,0.063651815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08657238,0.0036564455,0.0,0.0,0.047552485,0.0,0.0,0.07787283,0.0,0.010463752,0.0,0.006526106,0.0,0.0,0.1214638,0.0,0.04765607,0.045708813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1573465,0.0,0.0,0.0,0.008984509,0.17955478,0.0,0.0,0.13008384,0.0,0.0,0.14849591,0.0,0.0,0.0,0.039971787,0.0,0.0,0.11561984,0.0,0.0,0.0,0.0,0.0,0.016164266,0.0021443558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08230534,0.0,0.0,0.060194872,0.14140502,0.0,0.0,0.0
